Title,Author(s),Year,Supervisor,Second reader,Abstract/Summary,Main Research Question,SDG,Justification for SDG,Geographical scope,Scale,Main sector,Keywords,Methodology Type,Specific Methods,Theories,Internship Organization,Organizations Studied,Geographical location standardized,Latitude,Longitude,Location precision,Flag,Thesis_PDF,Cover_Image,Match_Status,Country,All_Latitudes,All_Longitudes
Not Your Cup of Tea: Exploring Single-use Plastic Cup Behaviour among Dutch Students,Iza J. Edel,2024.0,Janpieter van der Pol,Arturo Castillo,"The excessive production and consumption of single-use plastic cups significantly impacts the environment and climate. In response, the Dutch government implemented a tax on disposable plastic cups and containers in July 2023 to reduce single-use plastic cup consumption. However, many people continue to use single-use plastic cups in their daily lives. This study examines the factors perpetuating the Students’ Paradox regarding single-use plastic cup consumption in the Netherlands. A literature review identified studies on the Theory of Planned Behaviour (TPB) and its relation to pro-environmental behaviour regarding single-use plastics. Subsequently, 16 students from different universities are interviewed on factors influencing their single-use plastic cup consumption. The results classified factors into extensive environmental awareness and limited pro-environmental behaviour, with the latter addressing the research question.",What factors contribute to the limited pro-environmental behaviour regarding single-use plastic cup consumption among Dutch students?,12 - Responsible Consumption and Production,This SDG applies as the study addresses the consumption patterns of single-use plastic cups and aims to promote sustainable alternatives among students.,Netherlands,National,Circular Economy & Production,"single-use plastics, students, environmental awareness, pro-environmental behaviour, Theory of Planned Behaviour",Qualitative Empirical Research,Semi-structured interviews,Theory of Planned Behaviour,,,Netherlands,52.243498,5.634323,Country,,edel_2024.pdf,edel_2024.png,Matched,Netherlands,52.243498,5.634323
The Dutch farmer as boundary object: Media frames and roles of the Dutch farmer pertaining the nitrogen crisis,Arvid van Leeuwen,,Dr. Koen Beumer,Dr. Jerry van Dijk,"The current way of producing food is harming nature, which is especially present in countries with a relatively big agricultural sector. The Netherlands is dealing with a nitrogen crisis, mainly because of the immense agricultural sector. A societal controversy is present on what the role of the farmer in this crisis is. The media frames the crisis which leads to the attribution of roles to the farmer and fuels the controversy even more. This study seeks to find the roles that are attributed to the farmer. This research used the framing analysis method proposed by Benford and Snow to analyze newspapers and find the role of the farmer in diagnostic and prognostic frames present in these newspapers. Three frames were found in which the farmer has a victim, protester or cause role.",What roles are attributed to the Dutch farmer in the context of the nitrogen crisis as framed by the media?,12 - Responsible Consumption and Production,"The study addresses the sustainability of food production and the implications of agricultural practices on the environment, which aligns with responsible consumption and production.",Netherlands,National,Governance & Policy,"Boundary object, Media framing, Roles, Nitrogen crisis, Netherlands, Sustainable transition",Qualitative Empirical Research,Framing analysis,Boundary Objects,,,Netherlands,52.243498,5.634323,Country,,leeuwen_unknown.pdf,leeuwen_unknown.png,Matched,Netherlands,52.243498,5.634323
Enhancing Healthcare Innovation through Coaching: An Analysis of the ZonMw IOC Subsidy Program,,,,,"The Dutch healthcare system is under pressure due to an aging population and a shortage of professionals. This study aims to analyze the impact of the ZonMw IOC subsidy program on healthcare innovation. A mixed-methods approach was employed, collecting quantitative data from 67 respondents through surveys and qualitative data from open-ended responses. Findings indicate that goal achievement and diverse coaching activities enhance value creation and learning ability, while acceptance by healthcare professionals and organizational readiness are crucial for positive outcomes. Recommendations for ZonMw include tailored coaching and improved communication strategies.",How does the ZonMw IOC subsidy program influence the implementation and scaling of healthcare innovations?,3 - Good Health and Well-Being,This SDG applies as the research focuses on improving healthcare outcomes through innovation and effective coaching.,Netherlands,National,Health & Medicine,,Mixed Methods Research,"Survey, Thematic analysis",,,,Netherlands,52.243498,5.634323,Country,"Missing Supervisor, Abstract too short",nan_unknown.pdf,nan_unknown.png,Matched (content),Netherlands,52.243498,5.634323
Organisation and Governance of Energy Hubs on Dutch business parks: A multiple case study,Jesse Aalders,2024.0,Elena Fumagalli,Peter Mulder,"Energy hubs on business parks are expected to be a part of the solution for grid congestion in the Netherlands. This study aims to gain an understanding of the complex organisational and governance dynamics of energy hubs. This was explored by conducting a qualitative multiple case study approach. Data was collected through a combination of desk research and semi-structured interviews with 13 stakeholders. The study identified the key stakeholders and examined four most directly involved stakeholder groups regarding their roles, influence, interests, and challenges. Furthermore, the study proposes several solutions to address identified barriers, which can be used by policymakers and industry stakeholders to steer and stimulate energy hub development in the Netherlands.",What are the organisational and governance dynamics of energy hubs on Dutch business parks?,7 - Affordable and Clean Energy,"The study focuses on energy hubs, which are integral to improving energy access and addressing grid congestion, aligning with the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.",Netherlands,National,Energy & Climate,"Energy hubs, Governance, stakeholders, business parks, grid congestion",Qualitative Empirical Research,"Qualitative multiple case study, Semi-structured interviews",Stakeholder Theory,,,Netherlands,52.243498,5.634323,Country,,aalders_2024.pdf,aalders_2024.png,Matched,Netherlands,52.243498,5.634323
Site-specific differences in transition discourse: A comparative case study of the transition to urban cycling,Lars Sebastian Wirp,2020.0,Brett J.M. Petzer,,"Cycling is considered a low-cost and sustainable mode of transportation for short distances within cities. Despite the ongoing transition in urban mobility, urban cycling and the influence of discourses on transitions are relatively under-researched. This thesis examines the discourse of urban cycling in two German cities. To this end, the transition developments and discourses were mapped over a period of 23 years by utilizing the MLP and MDD frameworks. This study suggests that due to the repeated correlations between discourse and transition, discourse likely influences transition (and vice versa).",How do site-specific differences in transition discourse influence the transition to urban cycling in Osnabrück and Münster?,11 - Sustainable Cities and Communities,"The thesis focuses on urban cycling as a sustainable mode of transportation, contributing to the development of sustainable urban mobility solutions.",Germany,Local,Urban & Regional Development,"urban cycling, transition discourse, Osnabrück, Münster, Multi-Level Perspective, discourse analysis",Qualitative Empirical Research,"Discourse analysis, Semi-structured interviews, Case study","Multi-Level Perspective, Multi-Dimensional Discourse",,,Osnabrück,51.163818,10.447831,City,Abstract too short,wirp_2020.pdf,wirp_2020.png,Matched,Germany,51.163818,10.447831
Large Language Models in Dutch Healthcare,W.F.J. Filippini,2023.0,Dr. Iryna Susha,Dr. Giovanna Capponi,"Technological innovation may offer a solution for the urgent problem of surging healthcare expenditures in Dutch healthcare. With the arrival of ChatGPT, the focus on artificial intelligence, particularly on the utilization of Large Language Models (LLMs) in healthcare, intensified. This report uses the Technological Innovation System (TIS) analysis framework to examine its systemic attributes and the potential emergence of systemic strengths and weaknesses. Data was collected through desk research and semi-structured interviews. The results show that the Dutch Healthcare Large Language Model TIS is dependent on the properties of the Dutch Healthcare Artificial Intelligence TIS in most functions, highlighting the challenges and potential of LLMs in the healthcare sector.",How can the Technological Innovation System framework be applied to assess the state of Large Language Models in Dutch healthcare?,3 - Good Health and Well-being,"The research focuses on the application of technological innovations in healthcare, aiming to improve healthcare delivery and address rising costs.",Netherlands,National,Health & Medicine,"Large Language Models, Technological Innovation Systems, Dutch Healthcare, Artificial Intelligence",Qualitative Empirical Research,"Semi-structured interviews, Desk research",Technological Innovation Systems,Capgemini Invent,,Netherlands,52.243498,5.634323,Country,,filippini_2023.pdf,filippini_2023.png,Matched,Netherlands,52.243498,5.634323
The public perception of Precision Agriculture Technologies in the Netherlands,Romee A.M. in ’t Veld,2023.0,Koen Beumer,Gaston Heimeriks,"The agricultural sector faces great sustainability challenges due to issues like soil degradation, water pollution, biodiversity loss, and climate change, hindering the achievement of Sustainable Development Goals. It is important to address these issues to balance sustainable agriculture with food security. To achieve this goal, solutions like intensifying sustainable agriculture via digital technologies (Agriculture 4.0) have emerged. One such technology is precision agriculture. Precision Agriculture Technologies (PATs) offer significant potential for enhancing sustainable agriculture by optimizing crop yields and fertilizer use. However, their adoption faces challenges due to potential drawbacks such as high investment, which is often overlooked when assuming universal adoption. This study aims to explore public perceptions of PATs in the Netherlands, essential for aligning technology with societal needs.",How do the public perceptions of Precision Agriculture Technologies (PATs) in the Netherlands influence their adoption and integration within the agricultural system?,2 - Zero Hunger,This SDG applies as the study addresses the challenges of food security and sustainable agriculture through the adoption of Precision Agriculture Technologies.,Netherlands,National,Energy & Climate,"Precision Agriculture Technologies, public perception, sustainable agriculture, technology adoption",Qualitative Empirical Research,Analysis of newspaper articles,Klerkx et al.’s framework on agricultural digitalization,,,Netherlands,52.243498,5.634323,Country,,veld_2023.pdf,veld_2023.png,Matched,Netherlands,52.243498,5.634323
The effects of multi-system dynamics on the diffusion of electrofuels,Rutger Schreur,2023.0,"Joeri Wesseling, Xiao-Shan Yap",Matthijs Janssen,"While sustainability transition studies primarily analysed single socio-technical systems, this approach disregards the complexity of sustainability transitions that often involves actors, technologies, and institutions of multiple systems. Therefore, this thesis proposes an integral framework to understand better how multi-system dynamics affect the diffusion of innovations using: 1) institutional theory (the socio); 2) technological sector interactions (the technical); and 3) boundary-spanning and system-entangling activities of actors between multiple socio-technical systems. Following an abductive research design by iteratively analysing the acquired empirical data from 23 semi-structured interviews and 10 informal expert discussions using the qualitative analysis software of NVivo, a case study of the diffusion of electrofuels (e-fuels) into the maritime sector as one of the ‘hard-to-abate’ sectors is conducted to validate this novel approach. The results show that using these different theoretical concepts has uncovered the different natures and levels of socio-technical drivers and barriers for e-fuel adoption into the maritime sector stemming from multi-system interactions.",How do multi-system dynamics affect the diffusion of electrofuels in the maritime sector?,"9 - Industry, Innovation and Infrastructure","This SDG applies as the research focuses on the diffusion of innovative electrofuels within the maritime sector, which is crucial for advancing sustainable industrial practices.",Global,Global/International,Energy & Climate,"electrofuels, maritime sector, Sustainability transitions, multi-system dynamics, socio-technical systems",Qualitative Empirical Research,"Semi-structured interviews, Expert interviews, Qualitative analysis",Institutional Theory,,,,,,Broad,,schreur_2023.pdf,schreur_2023.png,Matched,Global,,
Who should own the windy commons? Geopolitical and sustainability implications for Dutch offshore wind energy production ownership,Emiel A. van der Haar,2024.0,Toon Meelen,Peter Mulder,"Geopolitical tensions and growing recognition of dependencies have sparked debates on the ownership of utilities. Offshore wind is promised to become a major part of the Dutch energy mix. Due to privatization, these generation assets are predominantly in the hands of major foreign energy companies. However, the shareholder distribution and the underlying investors remain opaque. Some would argue a lack of public ownership has put strain on the promotion of public values and the domestic retention of public capital. This leads to consider whether the current ownership configuration is optimal. Building on a theoretical foundation of nationalization and privatization debates, the present study sought to evaluate four ownership scenarios varying in their level of government involvement: Status Quo, Mixed Ownership, Nationalization, and Multilateral Cooperation. The scenarios were compared through an intuitive logics approach against a set of performance-indicating criteria, namely energy security, affordability, ecosystems, and innovativeness.",What is the optimal ownership configuration for Dutch offshore wind energy production?,7 - Affordable and Clean Energy,"The study addresses the ownership of offshore wind energy, which is crucial for achieving affordable and clean energy in the Netherlands.",Netherlands,National,Energy & Climate,"offshore wind energy, ownership, nationalization, privatization, energy security",Qualitative Empirical Research,"Desk research, Interviews","Nationalization, Privatization",Rijksdienst voor Ondernemend Nederland (RVO),,Netherlands,52.243498,5.634323,Country,,haar_2024.pdf,haar_2024.png,Matched,Netherlands,52.243498,5.634323
Transitions in the risk assessment regime: prospects from the case of animal-free testing in the cosmetics industry,Ben Bresser,2023.0,Bernhard Truffer,Ellen Moors,"This thesis examines the transition from animal testing to animal-free methods in risk assessment in the cosmetics industry, focusing on the ban on animal testing in Europe. It explores how this transition affected the risk assessment regime, how actors responded, and the effect on innovation in the industry. The study utilizes desk research, Socio-Technical Configuration Analysis, and interviews with industry representatives to analyze regulatory changes and the context of the transition. The findings reveal that the Cosmetics regulation forbids animal tests, while REACH still requires them, highlighting the role of NGOs and industry incumbents in the transition process.",How did the animal testing ban change the risk assessment regime in the cosmetics industry?,12 - Responsible Consumption and Production,"The research addresses the transition to animal-free testing methods, promoting sustainable practices in the cosmetics industry and reducing reliance on animal testing.",Europe,Regional,Governance & Policy,"animal testing, animal-free methods, risk assessment, cosmetics industry, regulatory changes","Literature-Based Research, Qualitative Empirical Research","Socio-Technical Configuration Analysis, Interviews","Multi-Level Perspective, Institutional Theory",,,,,,Broad,Abstract too short,bresser_2023.pdf,bresser_2023.png,Matched,Europe,,
External Organizational Identity Change of Organizations in the Energy Sector A Case Study of Energy Suppliers in the Netherlands,Ilse de Vaan,2023.0,dr. Matthijs B. Punt,dr. Janpieter van der Pol,"As climate change is a globally well-known problem, the importance of the energy transition becomes even more prevalent. Many studies have been performed on the energy transition before, investigating the energy sector as a whole, analyzing the success and failure of specific innovations. However, little attention is paid to the individual organizations that are implementing innovations during this transition period. This research uses a multiple case study of three Dutch organizations in the energy sector to explore the potential change in organizational identity. Results show that the organizations did not experience significant changes in identity, with Greenchoice being perceived as a green energy supplier, while Essent and Nuon/Vattenfall maintained a traditional identity despite a takeover.",How does the organizational identity of energy suppliers in the Netherlands change during the energy transition?,7 - Affordable and Clean Energy,"The research focuses on energy suppliers and their role in the energy transition, which directly relates to the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.",Netherlands,National,Energy & Climate,"External Organizational Identity, Energy transition, Organizational Identity, Case Study, Energy Suppliers",Qualitative Empirical Research,"Multiple case study, Open coding","Organisational Identity, Imprinting",,"Greenchoice, Essent, Nuon/Vattenfall",Netherlands,52.243498,5.634323,Country,,vaan_2023.pdf,vaan_2023.png,Matched,Netherlands,52.243498,5.634323
Towards a healthy food transition in the Netherlands: The case of third-level education catering,Doreen Smid,2024.0,Brian Dermody,Bernhard Truffer,"This study addresses the increasing percentage of overweight Dutch students aged 18-25, primarily due to unhealthy dietary habits. It explores the role of campus caterers in shaping student eating behavior and identifies mismatches between the goals of caterers, educational organizations, and students. Using stakeholder interviews and a workshop, the research formulates three pathways for transitioning to a healthier food environment: changing student behavior, increasing student retention, and making healthy items more attractive. The findings highlight the importance of addressing pricing issues for healthy food options to ensure the success of these pathways.","To what extent are there mismatches between the goals of third-level education caterers, the organizations they cater to, and the customer’s wants, and which pathways can be taken to transition to a healthier food environment?",3 - Good Health and Well-being,"This SDG applies as the study focuses on improving the dietary habits and health of students, addressing the rising obesity rates among young adults in the Netherlands.",Netherlands,National,Social Justice & Equity,"Healthy Food Coalition, third-level education, catering, student health, dietary habits",Qualitative Empirical Research,"Semi-structured interviews, Focus groups, Workshop","Leverage Points Framework, Systems Thinking",Transitie Coalitie Voedsel,,Netherlands,52.243498,5.634323,Country,Abstract too short,smid_2024.pdf,smid_2024.png,Matched,Netherlands,52.243498,5.634323
Technological Niches of Sustainable Aviation Fuel,Niels Tijsse Klasen,2024.0,Gaston Heimeriks,Bonno Pel,The continuously growing aviation sector is responsible for 7% of Dutch CO2 emissions and is one of the most difficult sectors to abate emissions. Sustainable Aviation Fuel (SAF) is considered as a promising pathway to reduce these CO2 emissions. This thesis seeks to understand how and under what circumstances technological niches of SAF can reconfigure the regime of the Dutch socio-technical system of aviation fuel. Socio-Technical Configuration Analysis (STCA) was employed to study prevalent storylines and advocacy coalitions in three distinct phases of the public discourse of this sector. The analysis revealed that the successful breakthrough of the niches of second-generation biokerosene and synthetic kerosene depended on internal niche development processes and a de-stabilized regime through the occurrence of critical moments.,How and under what circumstances can technological niches of Sustainable Aviation Fuel reconfigure the regime of the Dutch socio-technical system of aviation fuel?,13 - Climate Action,This SDG applies as the thesis addresses the reduction of CO2 emissions in the aviation sector through the development of Sustainable Aviation Fuel.,Netherlands,National,Energy & Climate,"Sustainable Aviation Fuel, socio-technical system, technological niches, aviation sector, CO2 emissions",Qualitative Empirical Research,"Socio-Technical Configuration Analysis, coding in NVivo, concept congruence networks, actor congruence networks","Strategic Niche Management, Advocacy Coalition Framework",,,Netherlands,52.243498,5.634323,Country,,klasen_2024.pdf,klasen_2024.png,Matched,Netherlands,52.243498,5.634323
Overcoming the barriers of electrifying Dutch light hydrocarbon cracking A mission-specific innovation system analysis,Stan ter Burg,2024.0,Simona Negro,Abe Hendriks,"The Light Hydrocarbon Cracking (LHC) industry needs to decarbonise its production process to achieve the nationally set mission for a carbon-neutral industrial heat system by 2050. The main solution to this mission is electrification of the cracking process, also known as e-cracking. This study aimed to identify and analyse the barriers inhibiting this transition. A modified Mission-specific Innovation System (MIS) analysis was used to explore the barriers qualitatively. Expert interviews and desk research revealed seven central barriers, including financial risk incalculability and insufficient communication channels. Targeted recommendations were made to alleviate these barriers and improve the innovation system's performance.",What are the barriers inhibiting the electrification of the Light Hydrocarbon Cracking industry and how can they be addressed?,"9 - Industry, Innovation and Infrastructure","This thesis addresses barriers to innovation in the LHC industry, which is crucial for developing sustainable industrial processes and infrastructure.",Netherlands,National,Energy & Climate,,Qualitative Empirical Research,"Expert interviews, Desk research","Mission-oriented Innovation Systems, Technological Innovation Systems",,,Netherlands,52.243498,5.634323,Country,Abstract too short,burg_2024.pdf,burg_2024.png,Matched,Netherlands,52.243498,5.634323
Mind the gaps: navigating actors and issues in the regional innovation ecosystem,Pim (T.H.) Mattijssen,2024.0,Dr. Iris Wanzenböck,Dr. Joeri Wesseling,"The current trajectory for the Dutch agricultural sector is highly unsustainable, and change is urgent. The Foodvalley regional innovation ecosystem (RIES) could be instrumental in this transition. This research aims to better understand the role of transition intermediaries in addressing overlooked issues within the RIES. The governance gap approach is employed to understand the role of intermediary organisations. A mixed-methods design was used, including quantitative indicators and interviews with eighteen actors in Foodvalley. Collaborative governance gaps were identified, and a new interpretation of integrative governance gaps was suggested. Five types of governance gaps and four intermediary functions were identified, highlighting the importance of collaboration and integrative solutions.",How do transition intermediaries address governance gaps in the Foodvalley regional innovation ecosystem?,2 - Zero Hunger,"This SDG applies as the research focuses on improving the sustainability of the agricultural sector, which is crucial for achieving food security.","Foodvalley, Netherlands",Local,Circular Economy & Production,,Mixed Methods Research,"Quantitative innovation network analysis, Interviews","Regional innovation ecosystem theory, Governance gap approach",Dialogic,Foodvalley,Utrecht,51.973472,5.664852,City,,mattijssen_2024.pdf,mattijssen_2024.png,Matched,Netherlands,51.973472,5.664852
Enabling Circular Economy in African Economies: Identifying Skills for Circular Business Models in Start-Ups,Q.I.M. van Niel,2024.0,Lucas Straub,Julian Kirchherr,"The Circular Economy (CE) offers a sustainable approach to resource management, but its implementation in African economies faces challenges. This study explores the skills required by circular start-ups (CSUs) in Africa to operate Circular Business Models (CBMs). While existing literature identifies the importance of skills in CE, there is a gap in empirical studies focusing on skill development for CBMs in Africa. Using an abductive research approach, this study employed qualitative methods through interviews with 30 CSUs across nine African countries. The research develops a skill taxonomy specific to CSUs operating across African economies by identifying needed skills and understanding external factors influencing them. Findings show that all skills from the baseline taxonomy are essential, with added emphasis on circular literacy and adaptability.",What skills are required by circular start-ups in Africa to operate Circular Business Models?,12 - Responsible Consumption and Production,"This SDG applies as the research focuses on developing skills for circular business models, which are essential for promoting sustainable consumption and production patterns in African economies.",Africa,Regional,Circular Economy & Production,"Circular Economy, Circular Business Models, Circular Start-ups, Skills, Africa",Qualitative Empirical Research,Interviews,,,,,,,Broad,,niel_2024.pdf,niel_2024.png,Matched,Africa,,
Beyond the Triple Aim Paradox: Unraveling Investor Influence in the Quintuple Aim Era,Elena Voeten,2023.0,Dr. Matthijs Punt,Dr. Jarno Hoekman,"Globally, healthcare systems face increasing pressure to deliver high-quality care while reducing costs to remain sustainable. This thesis explores whether investors influence a medical startup’s ability to achieve the Quintuple Aim. It examines the impact of investor’s finance/impact orientation on Quintuple Aim pursuit by medical startups using a quantitative approach. The findings reveal that impact-led investors do not consistently drive higher Quintuple Aim performance, and finance-first investors can also support positive outcomes. Investor diversity appears beneficial for Quintuple Aim outcomes, and both investor mixes dominated by impact-led or finance-first investors positively affect performance.",To what extent do investors influence a medical startup’s ability to achieve the Quintuple Aim?,3 - Good Health and Well-Being,"The research focuses on improving healthcare systems and outcomes, which directly aligns with the goal of ensuring healthy lives and promoting well-being for all.",Global,Global/International,Governance & Policy,"Quintuple Aim, medical startups, investors, impact orientation, healthcare systems",Quantitative Empirical Research,Quantitative approach,,,,,,,Broad,Abstract too short,,,Not found,Global,,
Virtual realities and categorical identity An analysis of categorical membership and user evaluation in the video game industry,Emre Özmuk,2025.0,Koen Frenken,Matthijs Punt,"This thesis aimed to analyse the influence of VR technology on categorical membership and user evaluation within video games. As the video game industry is steadily growing, which is partly driven by the integration of VR technology, it is of interest to understand how VR technologies have shifted genre classifications and user expectations. Categorical membership refers to an organisation or its entity to be assigned to a specific category based on the exhibited characteristics shared within this category. Therefore, the following research question was composed: What is the influence of VR technologies on categorical membership and user evaluation within the video game industry? This study adopted a mixed method research design. The research design utilised a quantitative and a qualitative analysis of which utilised the quantitative analysis tested six hypotheses. This showed that VR video games tend to be classified under more genres, make use of less conventional genre combinations than in traditional gaming and receive lower user ratings as they are disruptive of nature.",What is the influence of VR technologies on categorical membership and user evaluation within the video game industry?,,,,,,,Mixed Methods Research,"Quantitative analysis, Qualitative analysis",,,,,,,Broad,Missing SDG,,,Not found,,,
Stimulating solar energy in the Netherlands: Insights from Chinese solar energy policies and enterprise dynamics,Qiaochu Chen,2023.0,Toon Meelen,,"This thesis examines the influence of national innovation systems (NIS) on solar energy development in China and the Netherlands from 2013 to 2023. The research aims to identify factors contributing to the success of China's solar sector and the limitations faced by the Netherlands. A qualitative methodology, including literature analysis, policy document review, interviews, and comparative case studies, was employed. Findings reveal that China's centralized policies and government support have led to rapid innovation and cost reduction, positioning it as a global leader in solar technology. In contrast, the Netherlands, while excelling in solar power generation per capita, remains reliant on imported technology, hindering its competitive edge. The study offers insights for Dutch policymakers to enhance their solar industry.",How did the national innovation systems of China and the Netherlands influence solar energy development between 2013 and 2023?,7 - Affordable and Clean Energy,"This SDG applies as the research focuses on enhancing solar energy development, which is crucial for achieving affordable and clean energy solutions.","Netherlands, China",Global/International,Energy & Climate,"solar energy, national innovation system, China, Netherlands, Renewable Energy",Qualitative Empirical Research,"Literature review, Document analysis, Interviews, Comparative case study",National Innovation System,,,Netherlands,52.243498,5.634323,Country,,chen_2023.pdf,chen_2023.png,Matched (content),Netherlands; China,52.243498|35.000074,5.634323|104.999927
Responsible Innovation in Space Governance: A Study on Space Mining,,,Xiao-Shan Yap,,"This thesis explores the governance of space mining, focusing on responsible innovation within the context of space policy. The aim is to analyze the evolving discourse surrounding space mining from 2015 to 2025, assessing both technological advancements and regulatory frameworks. A qualitative methodology is employed, utilizing document analysis of news articles, technical documents, and policy papers. The findings reveal a tension between economic growth and sustainability, highlighting the need for robust regulatory frameworks to ensure responsible innovation in the rapidly developing field of space mining.",How can responsible innovation be integrated into the governance of space mining?,"9 - Industry, Innovation and Infrastructure","The research addresses the need for innovative governance frameworks in the emerging industry of space mining, emphasizing the importance of responsible practices.",Global,Global/International,Governance & Policy,"Space governance, Responsible innovation, Space mining, Policy analysis",Qualitative Empirical Research,Document analysis,Institutional Theory,,,,,,Broad,Abstract too short,nan_unknown.pdf,nan_unknown.png,Matched (content),Global,,
Systematically uncovering transition dynamics: An STCA analysis of the Dutch energy system using LLMs,Nena Schuitemaker,2023.0,"Gaston Heimeriks, Rebecca Hemmes",,"This thesis addresses the gap in transition studies by exploring a novel methodological approach for analyzing socio-technical transitions. It employs Socio-Technical Configuration Analysis (STCA) enhanced by a Large Language Model (GPT-4o-mini) to automate the coding of 9,867 trade journal issues. The primary contribution is methodological, providing empirical insights into the Dutch energy system from 1880 to 1966. The findings reveal five systematic patterns in transition dynamics, supporting existing theories such as the Triple Helix model and the Multi-Level Perspective. This work advances both methodological tools and empirical understanding for guiding society towards sustainability.",How can Socio-Technical Configuration Analysis (STCA) and Large Language Models be used to systematically identify long-term patterns of transitions in the Dutch energy system?,7 - Affordable and Clean Energy,"The thesis provides insights into the evolution of the Dutch energy system, which is crucial for understanding and promoting sustainable energy transitions.",Netherlands,National,Energy & Climate,"Socio-Technical Configuration Analysis, Large Language Model, Dutch energy system, transition dynamics",Mixed Methods Research,"Socio-Technical Configuration Analysis, automated coding","Triple Helix model, Multi-Level Perspective, Deep Transition framework",,,Netherlands,52.243498,5.634323,Country,Abstract too short,,,Not found,Netherlands,52.243498,5.634323
Institutional dynamics and systemic intermediaries in the Dutch electrification transition: Navigating flexibility challenges,Arthur de Visser,2025.0,Adriaan van der Loos,Toon Meelen,"This thesis examines how institutions and systemic intermediaries facilitate or hinder the development of flexibility in the Dutch electricity system. As electrification accelerates and grid congestion intensifies, flexibility is increasingly regarded as a prerequisite for reliable and sustainable system operation. However, the adoption of flexibility experiences drag, raising questions about the institutional and organisational dynamics at play. Using a qualitative case study approach, the research draws on ten semi-structured interviews and document analysis to examine how actors perceive their roles and responsibilities. The findings show that institutions create both enablers and barriers for flexible behaviour, complicating collective action and limiting systemic coordination.",How do institutions and systemic intermediaries facilitate or hinder the development of flexibility in the Dutch electricity system?,7 - Affordable and Clean Energy,"The research focuses on the flexibility challenges in the Dutch electricity system, which is essential for achieving reliable and sustainable energy transitions.",Netherlands,National,Energy & Climate,"flexibility, electricity system, institutional dynamics, systemic intermediaries, qualitative study",Qualitative Empirical Research,"Semi-structured interviews, Document analysis",Institutional Theory,,,Netherlands,52.243498,5.634323,Country,,,,Not found,Netherlands,52.243498,5.634323
Mapping Technological Sovereignty: A Geopolitical Network Approach to Domestic Capabilities and External Dependencies in Key Technologies,Maike Conijn,2025.0,Koen Frenken,Iris Wanzenböck,"Technological sovereignty refers to a nation's ability to act autonomously in securing its prosperity and safety through access to critical technologies. This study aims to develop a novel method for mapping a state's technological sovereignty by using patent citation networks to trace international knowledge flows. The method assesses technological sovereignty through five key indicators and is applied to the Netherlands and ten key technologies from the Dutch National Technology Strategy. Findings indicate that the Netherlands relies more on foreign knowledge than it contributes, with significant dependencies on OECD and NATO countries, particularly the United States. The methodology provides policymakers with a systematic tool for identifying vulnerabilities and opportunities.",How can a state's technological sovereignty be effectively mapped using patent citation networks?,"9 - Industry, Innovation and Infrastructure","The study focuses on technological sovereignty and innovation capabilities, which are essential for building resilient industrial and technological infrastructures.",Netherlands,National,Governance & Policy,"Technological sovereignty, patent citation networks, geopolitical analysis, national capabilities, external dependencies",Mixed Methods Research,"Patent citation network analysis, data processing, indicator analysis",Network Theory,TNO,,Netherlands,52.243498,5.634323,Country,,,,Not found,Netherlands,52.243498,5.634323
Measuring Informal and Formal Knowledge Transfer Impact on Entrepreneurship Quantity for Healthcare Research Topics across EEs in the Netherlands.,Steven van Trooijen,2023.0,F. van Rijnsoever,S. Daniotti,"This study investigates the impact of university research outputs, specifically academic publications and intellectual property (IP), on regional entrepreneurial activity across specific healthcare and life sciences (HCLS) research topics in the Netherlands. It distinguishes between informal (publications) and formal (patents) knowledge transfer (KT) mechanisms and examines how these are moderated by the quality of local entrepreneurial ecosystems (EEs). Using a topic modeling approach with Latent Dirichlet Allocation (LDA), research topics were extracted from university outputs and matched with startup activities across regions in The Netherlands. Linear mixed-effect models reveal that both informal and formal KT channels positively correlate with entrepreneurial activity, with patents showing a stronger influence. However, EE quality has a nuanced role in that it positively moderates formal KT but diminishes the effect of informal KT.",What is the effect of informal KT and formal KT on entrepreneurship for specific research topics across different EEs in the Netherlands?,"9 - Industry, Innovation and Infrastructure","The study focuses on the impact of university research and knowledge transfer on entrepreneurship, which is essential for fostering innovation and building resilient infrastructure in the healthcare sector.",Netherlands,National,Social Justice & Equity,"Knowledge Transfer, Entrepreneurship, Healthcare, Life Sciences, Entrepreneurial Ecosystems",Mixed Methods Research,"Latent Dirichlet Allocation, Linear mixed-effect models",Knowledge Spillover Theory of Entrepreneurship,,,Netherlands,52.243498,5.634323,Country,,,,Not found,Netherlands,52.243498,5.634323
