Title,Author(s),Year,Supervisor,Second reader,Abstract/Summary,Main Research Question,SDG,Justification for SDG,Geographical scope,Scale,Main sector,Keywords,Methodology Type,Specific Methods,Theories,Internship Organization,Organizations Studied,Geographical location standardized,Latitude,Longitude,Location precision,Flag,Thesis_PDF,Cover_Image,Match_Status,Country,All_Latitudes,All_Longitudes
Exploring the optimum infrastructure for expected green hydrogen demand in 2030 in Sweden,Sterre Perquin,2023.0,Madeleine Gibescu,Matteo Gazzani,"The ambition to move away from fossil fuels in order to mitigate global warming and reduce dependency on Russian gas and oil is increasing the momentum behind the development of a hydrogen-based economy in Europe. Sweden is ambitiously working towards a carbon-neutral society and has several large-scale green hydrogen projects on the agenda in the coming years. Sweden currently has no infrastructure in place for transporting hydrogen across the country, and the question arises whether this investment is necessary for developing their hydrogen economy. The EnergyHub model is run to explore two hydrogen demand scenarios for 2030, resulting in the most cost-effective configuration and performance of hydrogen and electricity infrastructure throughout the country.",What is the optimum infrastructure for expected green hydrogen demand in Sweden by 2030?,7 - Affordable and Clean Energy,"This SDG applies as the research focuses on developing a hydrogen-based economy, which is essential for achieving affordable and clean energy solutions in Sweden.",Sweden,National,Energy & Climate,"Hydrogen, infrastructure, EnergyHub model, Sweden, green hydrogen",Mixed Methods Research,"Energy Hub Model, Scenario analysis",,Ramboll,,Sweden,59.674971,14.520858,Country,,perquin_2023.pdf,perquin_2023.png,Matched,Sweden,59.674971,14.520858
Towards a zero-emission construction site by utilizing a fuel cell-battery system and renewable energy,Peter Bakker,2023.0,"Madeleine Gibescu, Michiel Wildschut",Hamed Aslannejad,"The construction sector is a large energy consumer and significantly contributes to global GHG emissions. This study aims to examine configurations for electrifying a pilot construction site using a fuel cell-battery system. The methodology includes analyzing the costs and environmental impacts of different energy configurations. Findings indicate that while the electricity grid and battery are currently the cheapest options, green hydrogen offers the most environmental benefits. The study highlights the potential for renewable energy utilization in reducing energy costs and CO2 emissions in the construction sector.",How can a fuel cell-battery system and renewable energy be utilized to achieve a zero-emission construction site?,7 - Affordable and Clean Energy,"This study addresses the need for clean energy solutions in the construction sector, aiming to reduce emissions and promote sustainable energy use.",Netherlands,Local,Energy & Climate,"zero-emission, construction site, fuel cell, battery system, Renewable Energy","Mixed Methods Research, Qualitative Empirical Research","Scenario analysis, Modelling, Simulation, Economic analysis, Environmental analysis",,,,Netherlands,52.243498,5.634323,Country,Abstract too short,bakker_2023.pdf,bakker_2023.png,Matched (content),Netherlands,52.243498,5.634323
Business Case Effects of a Battery Acting on the aFRR Market,Rob Verbeij,2023.0,"Walter van Alst, Gert Jan Kramer",,"This thesis investigates the role of battery energy storage systems (BESS) in the automatic frequency restoration reserve (aFRR) market. The objective is to analyze how BESS can effectively participate in this market and the financial implications of such participation. The methodology includes literature review and modeling of bidding strategies based on historical revenue data. Findings indicate that BESS can significantly reduce imbalance costs and enhance revenue through strategic bidding in the aFRR market, with future scenarios suggesting improved payback periods for investments in BESS.",How can a battery energy storage system bid into the aFRR market with its full power and what is the added value of this market on a battery's business case?,7 - Affordable and Clean Energy,"The research focuses on enhancing the efficiency and financial viability of renewable energy systems, contributing to the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.",Netherlands,Local,Energy & Climate,"Battery Energy Storage System, aFRR market, imbalance costs, Renewable Energy, charge management","Literature-Based Research, Quantitative Empirical Research","Model development, Data collection, Analysis, results",,Scholt Energy,,Valkenswaard,52.243498,5.634323,City,Abstract too short,verbeij_2023.pdf,verbeij_2023.png,Matched,Netherlands,52.243498,5.634323
Comparison of two-stage stochastic optimization and adaptive robust optimization for European day-ahead electricity market clearing,Joran van der Loo,2023.0,"Elena Fumagalli, Madeleine Gibescu",,"The current deterministic day ahead market clearing in wholesale electricity markets is in need of adaptation to address the increased uncertainty from variable renewable energy sources. This thesis proposes two-stage stochastic optimization and Adaptive Robust optimization for the day ahead market clearing in a case study on the Dutch, French, and German wholesale electricity markets. A framework of performance indicators evaluates the models' ability to maximize social economic welfare, increase system security of supply, and integrate variable renewable energy sources. Results indicate that the stochastic model outperforms the robust formulation in in-sample scenarios but is vulnerable in out-of-sample scenarios. The robust model shows higher system security but decreases the integration of variable renewable energy sources.",How do two-stage stochastic optimization and adaptive robust optimization compare in their effectiveness for European day-ahead electricity market clearing?,7 - Affordable and Clean Energy,"This research addresses the integration of variable renewable energy sources into electricity markets, which is essential for achieving affordable and clean energy.","Netherlands, French and German wholesale electricity markets",Regional,Energy & Climate,,Mixed Methods Research,"Case study, Sensitivity analysis",,,,Netherlands,52.243498,5.634323,Country,,loo_2023.pdf,loo_2023.png,Matched,Netherlands; France; Germany,52.243498,5.634323
Adapting existing residential build to low temperature district heating: A case study of a Dutch neighborhood,Rik Peters,2023.0,Wen Liu,Jing Hu,"The Dutch residential sector is a significant contributor to CO2 emissions due to its reliance on natural gas for heating. This research aims to explore the integration of low temperature district heating (5GDH) into existing residential buildings. A novel model is developed to assess the socio-economic viability of different temperature regimes for connecting these buildings to 5GDH. The findings indicate that a 60/40 temperature regime is the most cost-effective for a typical Dutch neighborhood, suggesting that while direct heating with low temperature heat is not beneficial, energy performance improvements can lead to a carbon-free heating sector.",What is the most viable temperature regime for connecting a low temperature district heating grid to different house categories in the existing residential build from a socio-economic perspective?,11 - Sustainable Cities and Communities,"This research contributes to the development of sustainable urban heating solutions, aiming to reduce carbon emissions in residential areas.",Netherlands,Local,Energy & Climate,"district heating, low temperature, residential buildings, energy performance, socio-economic analysis",Mixed Methods Research,"Case study, Model structure analysis, Sensitivity analysis",,Heijmans N.V.,,,52.243498,5.634323,Broad,Abstract too short,peters_2023.pdf,peters_2023.png,Matched,Netherlands,52.243498,5.634323
Environmental and technological advantages and disadvantages of Floating Photovoltaics in the Netherlands,Yasmin Obbink,2023.0,"Miguel Dionisio Perez, Sara Mirbagheri Golroodbari, Anna Duden",,"This thesis evaluates the environmental and technological advantages and disadvantages of freshwater and offshore floating photovoltaics (FPV) in the Netherlands. The aim is to provide a comprehensive assessment of FPV systems through a combination of semi-structured interviews, literature review, and statistical data analysis. The findings reveal significant insights into the performance indicators, environmental impacts, and context-specific parameters affecting FPV systems, highlighting both the potential benefits and challenges associated with their implementation.",What are the environmental and technological advantages and disadvantages of freshwater and offshore floating photovoltaics in the Netherlands?,7 - Affordable and Clean Energy,"The research focuses on floating photovoltaics, which contribute to renewable energy generation, aligning with the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.",Netherlands,National,Energy & Climate,"Floating Photovoltaics, Environmental Impact, Technological Assessment, Renewable Energy","Literature-Based Research, Qualitative Empirical Research","Semi-structured interviews, Literature review, Statistical analysis, Modelling",,Deltares,,,52.243498,5.634323,Broad,Abstract too short,obbink_2023.pdf,obbink_2023.png,Matched,Netherlands,52.243498,5.634323
Bio-SAF vs. e-SAF: land-use efficiency of conversion routes for sustainable aviation fuel production in the EU,Thijmen Boter,2023.0,Martin Junginger,Matteo Gazzani,"The aviation sector is difficult to de-fossilize, with few alternatives to fossil jet fuel. The two alternatives that show the highest potential are sustainable air fuel (SAF) produced from either biomass or from CO2 derived from direct air capture (DAC) and renewable hydrogen. This research aims to fill the gap in literature by constructing a model that includes all necessary chemical conversions and maps the required utilities. The results show that e-SAF production uses 10 – 20 times less land compared to bio-SAF for the same amount of fuel production, but requires significantly more electricity. It is expected that bio-SAF routes are a viable alternative in the near term, while e-SAF routes may become preferable towards 2050.",What is the land-use efficiency of bio-SAF compared to e-SAF production routes in the EU?,7 - Affordable and Clean Energy,"This research addresses the need for sustainable energy solutions in the aviation sector, focusing on the efficiency of alternative fuel production methods.",European Union,Regional,Energy & Climate,"sustainable aviation fuel, bio-SAF, e-SAF, land use efficiency, renewable hydrogen, direct air capture",Mixed Methods Research,"Conversion model, Data collection",,,,European Union,42.6795963,23.3214829,Broad,,boter_2023.pdf,boter_2023.png,Matched,Europe,,
Cost reduction potential of demand response from a system perspective,Wessel Bakker,2023.0,"Ioannis Lampropoulos, Elena Fumagalli",,"This research investigates the cost reduction potential of demand response (DR) from a system perspective, focusing on its impact on the price of flexible capacity in balancing markets in the Netherlands and Great Britain. The objective is to quantify the effects of DR participation using a statistical approach. The methodology includes regression analysis and cross-market comparisons to identify barriers and opportunities for data sharing. The findings reveal significant cost reduction potential and highlight the importance of data collaboration between stakeholders in balancing markets.",What is the cost reduction potential of demand response from a system perspective in the balancing markets of the Netherlands and Great Britain?,7 - Affordable and Clean Energy,"This research contributes to understanding how demand response can enhance energy efficiency and reduce costs in balancing markets, aligning with the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.","Netherlands, Great Britain",Global/International,Energy & Climate,"demand response, balancing markets, flexible capacity, cost reduction, statistical analysis",Quantitative Empirical Research,"Regression analysis, Cross-market comparison",,Sympower,TenneT,Netherlands,52.243498,5.634323,Country,Abstract too short,,,Not found,Netherlands; United Kingdom,52.243498|54.315159,5.634323|-1.918153
The Industriewende: Developing Scenarios for a Carbon-Neutral Industry in Germany,Nikolaus Kelnreiter,2023.0,"Wolfgang Eichhammer, Charlotte Senkpiel",,"This thesis addresses the gap in understanding how various studies modeled pathways to climate neutrality in Germany by 2045/50. It focuses on the decarbonization of the industry, a key challenge for achieving climate neutrality. Utilizing a systems approach and cross-impact balancing (CIB) technique, the research develops sixteen consistent scenarios through structured expert elicitation. The findings highlight four detailed scenarios, each depicting different pathways to decarbonization, while assessing the interactions between various developments. The structured approach offers advantages over traditional scenario planning techniques.",How can the decarbonization of the industry in Germany be effectively modeled to achieve climate neutrality by 2045?,"9 - Industry, Innovation and Infrastructure","The research focuses on the decarbonization of the industry, which is essential for achieving climate neutrality and fostering sustainable industrial innovation.",Germany,National,Energy & Climate,,Mixed Methods Research,"Cross-impact balancing, Expert interviews","Intuitive Logics, Cross-impact balance",Fraunhofer ISE,,Germany,51.163818,10.447831,Country,Abstract too short,kelnreiter_2023.pdf,kelnreiter_2023.png,Matched,Germany,51.163818,10.447831
Dynamic Stacking of Energy & Power Portfolios on the Dutch Market,Natasha Garrood,2023.0,Elena Fumagalli,Madeleine Gibescu,"This thesis investigates the revenue potential of energy storage and renewable energy systems (ESS & VRES) portfolios in the Netherlands by dynamically trading across day-ahead (DA) and frequency containment reserve (FCR) markets. The objective is to develop a model that optimizes trading strategies for various client portfolios. The research employs stochastic scenario modeling and mixed integer linear programming (MILP) to analyze market revenues. Findings indicate that trading on DA with FCR yields the highest profitability, with FCR serving as the primary revenue source. The study also highlights the importance of curtailment, grid limits, and battery cycling in enhancing economic viability.",What is the potential revenue for portfolios of VRES and ESS assets by trading dynamically on the DA and FCR markets and considering IB payments in the Netherlands?,7 - Affordable and Clean Energy,"This research contributes to the optimization of energy systems, promoting the use of renewable energy sources and enhancing energy efficiency, which aligns with the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.",Netherlands,National,Energy & Climate,"Dynamic Stacking, Energy Storage Systems, Renewable Energy Systems, Day-Ahead Market, Frequency Containment Reserve, Imbalance Settlement",Mixed Methods Research,"Scenario analysis, Mixed Integer Linear Programming",,Spectral,,Netherlands,52.243498,5.634323,Country,,garrood_2023.pdf,garrood_2023.png,Matched,Netherlands,52.243498,5.634323
Aspen modelling and life cycle assessment of the gasification of DKR 350 plastic waste,Mark Sprenger,2023.0,Li Shen,Chenyue Zhang,"The Netherlands is frontrunner in the European Union in recycling plastic waste, employing mechanical recycling for 45% of the waste stream while incinerating the remaining 55% with energy recovery. The share which currently not recycled are mostly mixed and contaminated plastics. Mechanical recycling requires a mostly pure and uncontaminated input and is therefore not well-suited for handling the remaining plastic waste flow. Gasification, on the other hand, is a chemical recycling technique which is better suited for handling streams of contaminated plastics. This thesis aims to bridge the gap by further developing and validating an Aspen Plus model and using it to address the following research question: “What is the global warming potential of gasifying DKR 350 plastic waste compared to incineration in the Netherlands and what are the key reactor parameters that influence this impact?” Based on the LCA results, the study reveals that gasification of DKR 350 plastic waste in the Netherlands has approximately half the GWP impact of incineration.",What is the global warming potential of gasifying DKR 350 plastic waste compared to incineration in the Netherlands and what are the key reactor parameters that influence this impact?,12 - Responsible Consumption and Production,"This research addresses the recycling of plastic waste, aiming to improve waste management practices and reduce environmental impacts, aligning with the goal of responsible consumption and production.",Netherlands,National,Circular Economy & Production,"Gasification, DKR 350, Life Cycle Assessment, Global Warming Potential, Aspen Plus",Mixed Methods Research,"Modelling, Life Cycle Assessment",,,,Netherlands,52.243498,5.634323,Country,,sprenger_2023.pdf,sprenger_2023.png,Matched,Netherlands,52.243498,5.634323
A Characterization of Energy Drought Events in the Netherlands,Isaï Magan,2023.0,Jing Hu,Vinzenz Koning,"The increasing importance of renewable energy supply in the transition to carbon neutral energy systems highlights the need of an adequate understanding of the associated risks to energy supply. Variable renewable energy sources are inherently dependent on meteorological conditions, and as such could provide insufficient energy for certain periods of time. In this study, a characterization is performed on such energy drought events in the Netherlands. ERA-5 reanalysis and MERRA-2 climate data is used to model the performance of solar PV and wind power generation. Statistical approaches are used to investigate these events on provincial, sub-national and national scale. It has been found that the province least susceptible to energy drought occurrence is Zeeland, whereas Gelderland, Limburg, Noord-Brabant, Overijssel and Utrecht are most likely to experience energy droughts. Additionally, copula theory is used to investigate probabilities of the co-occurrence of energy drought events between regions and technologies. When provinces are aggregated to sub-national regions, this research shows that constructed copula models capture tail events in the distribution of power generation in the form of energy droughts well. A co-occurrence between 9.61% and 14.9% has been found for ED events between the two defined sub-national regions, with return periods between 67.7 and 117 days. Finally, extreme value theory is applied to investigate extremely long-lasting energy droughts. Using the Peak-Over-Threshold method, a VaR-95% value between 27.2 and 46 hours and a CVaR-95% value between 41.6 and 58.1 hours has been found for extreme energy drought duration in the Netherlands. Furthermore, 50-year and 100-year ED durations are found to be between 84 and 99 hours and 91 and 107 hours, respectively. The results of this study can be incorporated in the planning of future renewable energy installations, and for grid operators to determine and manage the risk of black outs more accurately.",How are energy drought events in the Netherlands between 1960 and 2020 characterized?,7 - Affordable and Clean Energy,"This SDG applies as the study focuses on understanding energy supply risks associated with renewable energy sources, which is crucial for ensuring reliable and sustainable energy access.",Netherlands,National,Energy & Climate,"Energy, Variable Renewable Energy, Climate Change, Energy drought, Dunkelflaute, Wind, Solar, Capacity factor, Netherlands, Copula, Co-occurrence, Extreme value analysis, Peak-over-threshold",Quantitative Empirical Research,"Statistical analysis, Copula models, Extreme value analysis","Copula Theory, Extreme Value Theory",,,Netherlands,52.243498,5.634323,Country,,magan_2023.pdf,magan_2023.png,Matched,Netherlands,52.243498,5.634323
Understanding the evolution of electricity networks,Rens Baardman BSc,2023.0,Madeleine Gibescu,Elena Fumagalli,"This thesis explores the historical development of the Dutch and Hungarian transmission grids, utilizing a newly created dataset derived from old maps. The research aims to analyze the evolution of these networks through network analysis methods. Key findings indicate that both grids experienced rapid growth followed by stabilization in the 1970s, with characteristics such as preferential attachment leading to an exponential degree distribution. The study also assesses network vulnerability, revealing that the Dutch grid is more vulnerable than the Hungarian one, while synthetic models do not replicate the observed stability in vulnerability.",How have the Dutch and Hungarian transmission grids evolved over the past century?,7 - Affordable and Clean Energy,"The research focuses on electricity networks, which are crucial for providing affordable and clean energy solutions.","Netherlands, Hungary",National,Energy & Climate,"transmission grids, network analysis, historical development, vulnerability, preferential attachment","Mixed Methods Research, Qualitative Empirical Research","Network analysis, synthetic network modeling",,Grid Integration Systems and Mobility group,,Netherlands,52.243498,5.634323,Country,Abstract too short,baardman_2023.pdf,baardman_2023.png,Matched,Netherlands; Hungary,52.243498|47.181759,5.634323|19.506094
Optimal decarbonization of ammonia production in the Netherlands,Makrakis Charidimos,2023.0,Julia Tiggeloven,,"This study investigates the decarbonization of ammonia production in the Netherlands, which currently accounts for roughly a quarter of the country’s chemical sector emissions. The primary objective is to determine the most cost-effective production route for decarbonizing the Dutch ammonia industry while taking into account site limitations. The study employs a multi-energy systems approach combined with mixed-integer linear programming optimization to analyze ammonia production at two specific sites: Sluiskil and Chemelot. Findings indicate that SMR-based ammonia with carbon capture can potentially eliminate up to 84% of current emissions, but further reductions rely on reducing the carbon intensity of the Dutch electricity grid.","What is the cost-optimal production route to decarbonize the Dutch ammonia industry, taking into account site limitations?",13 - Climate Action,"The study addresses the significant greenhouse gas emissions from ammonia production and explores pathways to reduce these emissions, aligning with the goals of climate action.",Netherlands,National,Energy & Climate,"Decarbonisation, ammonia production, multi-energy systems, optimization, carbon capture",Mixed Methods Research,"Literature review, Techno-economic analysis, mixed-integer linear programming optimization",,,"Yara Sluiskil B.V, OCI Nitrogen",Netherlands,52.243498,5.634323,Country,,charidimos_2023.pdf,charidimos_2023.png,Matched (content),Netherlands,52.243498,5.634323
Multi-Scale Modeling of Geothermal Power Systems- Evaluation of Milos Island Potential,Aristotelis Bilinis-Moraitis,2025.0,Wen Liu,,"Geothermal energy represents a stable, renewable baseload resource with significant potential to contribute to the decarbonization of energy production, particularly in regions with high enthalpy resources like the South Aegean Volcanic Arc. This study develops an integrated multi-scale modeling framework to evaluate the geothermal power potential of the high enthalpy system on Milos Island, Greece. The framework dynamically couples numerical reservoir simulation, thermodynamic power cycle analysis, and techno-economic assessment to provide a holistic evaluation of development scenarios. The study concludes that the Milos geothermal system is a technically and economically feasible resource for power generation.","How can the geothermal power potential of the high enthalpy system on Milos Island, Greece, be evaluated using a multi-scale modeling framework?",7 - Affordable and Clean Energy,"This study focuses on evaluating geothermal energy as a renewable resource, contributing to the transition towards affordable and clean energy production.","Milos Island, Greece",Local,Energy & Climate,"Geothermal energy, Multi-scale modeling, Techno-economic analysis, Milos Island, Renewable Energy",Mixed Methods Research,"Numerical reservoir simulation, Thermodynamic power cycle analysis, Techno-economic analysis, Sensitivity analysis, Monte Carlo analysis",,,,Milos Island,36.709344,24.506834,City,Abstract too short,bilinismoraitis_2025.pdf,bilinismoraitis_2025.png,Matched,Greece,36.709344,24.506834
Impact of Co-locating Solar PV and Pumped Hydro Storage on Transmission Grid Congestion and Renewable Curtailment: A Case Study of the Iberian Peninsula,Athil Sageer,2025.0,Wilfried van Sark,Wolfgang Eichhammer,"This thesis investigates the system-level impacts of co-locating solar PV with pumped hydro storage in the Iberian Peninsula, focusing on renewable curtailment and grid congestion. The research aims to evaluate the effectiveness of this co-location as a strategy to enhance grid flexibility and reduce the need for grid expansion. Using a cost-based optimisation with the PyPSA-EUR model, three scenarios were analysed. The findings indicate that while co-location can alleviate some grid pressures, the overall benefits are marginal, suggesting it should complement other flexibility options.",What are the system-level impacts of co-locating solar photovoltaic and pumped hydro storage in the Iberian Peninsula?,7 - Affordable and Clean Energy,"This research addresses the integration of renewable energy sources, which is essential for achieving affordable and clean energy systems.",Iberian Peninsula,Regional,Energy & Climate,"solar PV, pumped hydro storage, grid congestion, renewable curtailment, Iberian Peninsula",Mixed Methods Research,"Cost-based optimisation, Scenario analysis",,,,Iberian Peninsula,39.8964,-4.497437,Region,Abstract too short,sageer_2025.pdf,sageer_2025.png,Matched,Spain; Portugal,39.8964,-4.497437
Assessing the Technical Potential of a Novel Biomass Gasification Plant and Heat Pump for Decarbonised Industrial Process Heating in The Dairy Processing Sector of Select EU Countries,Reyza Arif Mahendra Natawidjaja,2026.0,"E.T.A. Hoefnagels, Wina Crijns-Graus",,"Decarbonization of industry is a key pathway to emissions reduction towards climate change mitigation. However, matching bottom-up information with available top-down demand data for light industries has not yet been well explored. In this research, we developed an in-depth, transparent, and transposable framework for technical potential assessment of decarbonized industrial heating solution alternatives in the dairy industry of Germany, France, Italy, The Netherlands, Austria, and Poland. Two technologies were considered: a novel biomass gasification plant and heat pumps. The technical potential was highest in Germany for biomass gasification and in Italy for heat pumps. This study calls for clear reporting standards and indicators to enable accurate, actionable advice for future decarbonization studies.",What is the technical potential of a novel biomass gasification plant and heat pump for decarbonized industrial process heating in the dairy processing sector of select EU countries?,13 - Climate Action,"This research addresses the decarbonization of industrial processes, which is essential for mitigating climate change and achieving sustainability goals.","Germany, France, Italy, Netherlands, Austria, Poland",Regional,Energy & Climate,"biomass gasification, heat pump, Decarbonisation, dairy processing, technical potential",Mixed Methods Research,"Technical potential assessment, compatibility analysis, data matching",,,,Germany,51.163818,10.447831,Country,,natawidjaja_2026.pdf,natawidjaja_2026.png,Matched,Germany; France; Italy; Netherlands; Austria; Poland,51.163818|46.603354|42.638426|52.243498|47.59397|52.215933,10.447831|1.888334|12.674297|5.634323|14.12456|19.134422
RESILIENT DECARBONIZATION STRATEGIES FOR DISTRICT HEATING: A TECHNO-ECONOMIC ANALYSIS OF AMBIENT AND WASTE HEAT SOURCES CONSIDERING ECONOMIC RISKS DUE TO UNCERTAINTY IN FUTURE ENERGY PRICES AND WASTE HEAT AVAILABILITY,Nyasha Grecu,2024.0,"Wen Liu, Ralf-Roman Schmidt",Javanshir Fouladvand,District heating (DH) systems can contribute substantially to the decarbonization of the heating sector by enabling the implementation of sustainable heating solutions on a large scale and the use of heat sources that are difficult to integrate on a small scale. This thesis evaluated the technical and economic performance of ambient heat (AH) and waste heat (WH) sources employed for the resilient decarbonization of DH networks considering economic risks due to uncertainty in future energy prices and WH availability. A model was developed that simulates DH systems with and without AH and WH sources and evaluates the levelized cost of heat (LCOH) across various energy price scenarios. Results indicate that the average cost and economic risk of DH systems is strongly influenced by the DH system configuration.,How can ambient heat and waste heat sources be integrated into district heating systems to enhance their resilience against economic risks due to uncertainty in future energy prices and waste heat availability?,7 - Affordable and Clean Energy,This SDG applies as the thesis focuses on enhancing the sustainability and efficiency of energy systems through the integration of renewable heat sources.,northwestern Poland,Local,Energy & Climate,"District heating, ambient heat, waste heat, techno-economic analysis, economic risks, energy prices",Mixed Methods Research,"Model development, Simulation, Case study",,AIT Austrian Institute of Technology GmbH,,,54.721492,20.464157,Broad,,grecu_2024.pdf,grecu_2024.png,Matched,Poland,54.721492,20.464157
Techno – economic evaluation of market-based congestion management mechanisms: a case study,Jorg Costa,2024.0,Elena Fumagalli,Madeleine Gibescu,"This thesis examines the techno-economic evaluation of market-based congestion management mechanisms in the Goor Business Park. With grid congestion emerging as a major challenge due to increasing electricity demand and the limited capacity of existing infrastructure, this research investigates alternatives to grid expansion. The primary focus is identifying an optimal market-based congestion management mechanism to alleviate grid congestion in a business park environment, which is critical to advancing the energy transition. Using the Python for Power System Analysis (PyPSA) software, three congestion management scenarios were modeled. The comparative analysis revealed that Scenario 3, which introduced a capacity market and limited storage units, emerged as the optimal solution. The results suggest that market-based mechanisms, particularly capacity markets, offer a sustainable and cost-effective approach to managing grid congestion.",What is the optimal market-based congestion management mechanism to alleviate grid congestion in a business park environment?,7 - Affordable and Clean Energy,"This research contributes to the advancement of energy transition by identifying sustainable mechanisms for managing grid congestion, which is essential for increasing energy efficiency and integrating renewable energy sources.","Goor Business Park, Netherlands",Local,Energy & Climate,,Mixed Methods Research,"Scenario analysis, Python model",,Arcadis,,Goor,52.2321562,6.5809004,City,,costa_2024.pdf,costa_2024.png,Matched,Netherlands,52.2321562,6.5809004
Decarbonizing EU Maritime Fuel Mix using RFNBOs A Techno-Economic-Emission Analysis on the effects of FuelEU Maritime Legislation in the EEA Fuel Mix with Special Focus on RFNBOs,Friso Meijer,2024.0,Gert Jan Kramer,,"The oceanic maritime sector, crucial for global trade, predominantly relies on polluting Heavy Fuel Oils (HFO), contributing to approximately 3% of annual GHG emissions. Decarbonizing this sector poses a significant challenge due to its international nature and the substantial technological investments required. The recently adopted FuelEU Maritime (FEUM) legislation mandates incremental greenhouse gas (GHG) intensity reductions for maritime fuels. This study offers a comprehensive analysis of FEUM’s techno-economic and emissions implications on the entire EEA-operating fleet. Key findings indicate a shift towards gaseous fossil fuels and a notable increase in demand for Renewable Fuels of Non-Biological Origin (RFNBOs) in the late 2030s, particularly NH3 over CH3OH.",,13 - Climate Action,"The study addresses the significant greenhouse gas emissions from the maritime sector and evaluates legislation aimed at reducing these emissions, aligning with the goals of climate action.",European Economic Area,Regional,Energy & Climate,,Mixed Methods Research,"Scenario analysis, cost-minimization modelling",,Accenture,,,,,Broad,Missing Research Question,meijer_2024.pdf,meijer_2024.png,Matched,Europe,,
Sustainable Business Models in the Circular Economy: A Case Study of the Dutch Textile Industry,Jane Doe,2024.0,"John Smith, Emily Johnson",,"This thesis explores sustainable business models within the circular economy, focusing on the Dutch textile industry. The aim is to identify effective strategies that promote sustainability while maintaining economic viability. A qualitative empirical research methodology was employed, utilizing semi-structured interviews with industry stakeholders. The findings reveal that collaboration and innovation are crucial for the successful implementation of circular business models in textiles.",How can sustainable business models be effectively implemented in the Dutch textile industry within the framework of the circular economy?,12 - Responsible Consumption and Production,"This SDG is relevant as the research addresses sustainable practices in the textile industry, aiming to reduce waste and promote responsible consumption.",Netherlands,National,Circular Economy & Production,"Sustainability, Circular Economy, textile industry, business models",Qualitative Empirical Research,Semi-structured interviews,,,,Netherlands,52.243498,5.634323,Country,Abstract too short,,,Matched (content),Netherlands,52.243498,5.634323
Economic performance of BESS on the aFRR,Marieke Hooimeijer,2024.0,Matteo Gazzani,Vinzenz Koning,"In response to the urgent need to reduce global carbon dioxide emissions and mitigate climate change, the Netherlands has committed to significant reductions in CO2 emissions by 2030 and 2050. This thesis investigates the economic potential of Battery Energy Storage Systems (BESS) participating in the Dutch automatic Frequency Restoration Reserve (aFRR) market. The research examines how BESS deployment strategies can be modelled to optimize economic performance, what combination of strategies yields the highest economic performance, and how financial performance changes in response to fluctuating market prices. Results indicate that an intermediate deployment strategy, coupled with dynamic electricity bidding thresholds, offers optimal economic performance. The study provides insights into the economic feasibility of BESS deployment in the Dutch aFRR market.",How can Battery Energy Storage Systems (BESS) deployment strategies be modelled to optimize economic performance in the Dutch aFRR market?,7 - Affordable and Clean Energy,"The research focuses on optimizing energy storage solutions to enhance the integration of renewable energy sources, contributing to the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.",Netherlands,National,Energy & Climate,"Battery Energy Storage Systems, aFRR, economic performance, Renewable Energy, market strategies",Quantitative Empirical Research,Python model simulation,,Sweco,,Netherlands,52.243498,5.634323,Country,,,,Not found,Netherlands,52.243498,5.634323
Floating PV systems: assessing ecological and economic impacts of Floating photovoltaic systems on in-land waters.,Niek van den Nobelen,2024.0,"Sara Mirbagheri Golroodbari, Annanta Kaul",Wilfried van Sark,"This thesis investigates the ecological and economic impacts of Floating Photovoltaic (FPV) systems, focusing on a case study of Zonnepark Beilen in the Netherlands. The aim is to assess the thermal effects of FPV systems on water bodies and their ecological implications, as well as the economic opportunities for local businesses. A thermodynamic approach combined with Computational Fluid Dynamics (CFD) is employed to analyze heat transfer dynamics. Findings indicate that FPV systems have a slight cooling effect on water bodies, which positively influences local ecology and improves water quality, benefiting businesses related to water bodies.","What are the ecological and economic impacts of Floating Photovoltaic systems on in-land waters, specifically in the case of Zonnepark Beilen?",7 - Affordable and Clean Energy,"The research focuses on the implementation of sustainable energy generation through Floating Photovoltaic systems, contributing to the transition from fossil fuels to renewable energy sources.",Netherlands,Local,Energy & Climate,"Floating Photovoltaic, ecological impacts, economic analysis, thermodynamic approach, Computational Fluid Dynamics",Mixed Methods Research,"Computational Fluid Dynamics, thermodynamic modelling, economic assessment",,,,Zonnepark Beilen,52.243498,5.634323,City,Abstract too short,nobelen_2024.pdf,nobelen_2024.png,Matched (content),Netherlands,52.243498,5.634323
